"
"Chicken, broilers or fryers, drumstick, meat and skin, cooked, stewed","1.0 cups, chopped or diced",0.014
"Beef, Australian, imported, grass-fed, seam fat, raw",4.0 oz,0.014
"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)","1.0 cups, diced",0.013
"POPEYES, Coleslaw",1.0 package,0.013
"Cheese, swiss","1.0 cups, diced",0.012
"Chicken, broilers or fryers, dark meat, meat and skin, cooked, stewed",1.0 unit (yield from 1 lb ready-to-cook chicken),0.011
"Cream, fluid, heavy whipping","1.0 cups, whipped",0.011
"Turkey, whole, dark meat, meat and skin, cooked, roasted",3.0 oz,0.01
"Cheese food, pasteurized process, American, vitamin D fortified",1.0 cups,0.009
"Chicken, broilers or fryers, light meat, meat only, raw",1.0 unit (yield from 1 lb ready-to-cook chicken),0.009
"Chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, batter",3.0 oz,0.009
"Guinea hen, meat only, raw",3.0 oz,0.009
"Chicken, broilers or fryers, meat and skin, cooked, fried, flour",3.0 oz,0.009
"Squab, (pigeon), meat and skin, raw",3.0 oz,0.009
"Desserts, mousse, chocolate, prepared-from-recipe",1.0 recipe yield,0.008
"Chicken, skin (drumsticks and thighs), raw",4.0 oz,0.008
"Chicken, stewing, meat and skin, and giblets and neck, cooked, stewed",3.0 oz,0.008
"Cheese, mozzarella, low moisture, part-skim","1.0 cups, diced",0.007
"Chicken, broilers or fryers, leg, meat and skin, cooked, roasted",3.0 oz,0.006
"Chicken, broilers or fryers, back, meat and skin, raw",1.0 unit (yield from 1 lb ready-to-cook chicken),0.006
"Fish, tilapia, raw",1.0 fillet,0.006
"Muffin, blueberry, commercially prepared, low-fat",1.0 muffin small,0.006
"Chicken, broilers or fryers, leg, meat only, cooked, fried",1.0 unit (yield from 1 lb ready-to-cook chicken),0.006
"Cheese, ricotta, whole milk",0.5 cups,0.005
"DIGIORNO Pizza, cheese topping, rising crust, frozen, baked",1.0 slice 1/4 of pie,0.004
"Cheese, pasteurized process, American, fortified with vitamin D",1.0 oz,0.003
"Fish, cod, Atlantic, canned, solids and liquid",3.0 oz,0.003
"Turkey, ground, fat free, patties, broiled",3.0 oz,0.003
"Turkey, retail parts, thigh, meat and skin, cooked, roasted",3.0 oz,0.003
"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",3.0 oz,0.003
"Turkey from whole, light meat, meat only, with added solution, cooked, roasted",3.0 oz,0.003
"Turkey, whole, breast, meat only, cooked, roasted",3.0 oz,0.003
"Pork, ground, 96% lean / 4% fat, raw",4.0 oz,0.003
"Fast foods, croissant, with egg, cheese, and ham",1.0 item,0.003
"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",3.0 oz,0.003
"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",3.0 oz,0.003
"Pork, ground, 96% lean / 4% fat, cooked, crumbles",3.0 oz grilled patties,0.003
"Fast foods, english muffin, with egg, cheese, and canadian bacon",1.0 sandwich,0.003
"Soup, beef and vegetables, canned, ready-to-serve",1.0 cups,0.003
"Chicken, broilers or fryers, drumstick, meat only, cooked, fried",1.0 unit (yield from 1 lb ready-to-cook chicken),0.003
"Cereals ready-to-eat, granola, homemade",1.0 cups,0.002
"Chicken, broilers or fryers, giblets, raw",1.0 unit (yield from 1 lb ready-to-cook chicken),0.002
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",4.0 oz,0.002
"Chicken, dark meat, thigh, meat only, with added solution, raw",4.0 oz,0.002
"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",4.0 oz,0.002
"POPEYES, Spicy Chicken Strips, analyzed 2006",1.0 strip,0.002
"Cookies, chocolate chip, refrigerated dough",1.0 serving,0.002
"Crackers, rusk toast",0.5 oz,0.002
"Fast foods, croissant, with egg, cheese, and sausage",1.0 sandwich,0.002
"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",3.0 oz,0.002
"Chicken, broilers or fryers, wing, meat only, raw","1.0 wing, bone and skin removed (yield from 1 lb ready-to-cook chicken)",0.002
"Fast foods, biscuit, with egg and bacon",1.0 biscuit,0.002
"Cream, fluid, light (coffee cream or table cream)",1.0 fl oz,0.002
"Cheese, cream",1.0 tbsp,0.001
"Nuts, mixed nuts, oil roasted, with peanuts, lightly salted",1.0 oz,0.001
"Ice creams, vanilla, light, no sugar added",1.0 serving 1/2 cups,0.001
"Sorghum flour, whole-grain",1.0 cups,0.001
"Bread, wheat",1.0 slice,0.001
"Cookies, oatmeal, with raisins",1.0 oz,0.001
"Cookies, peanut butter, commercially prepared, regular",1.0 oz,0.001
"Beef, top loin petite roast/filet, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",4.0 oz,0.001
"Cheese, cottage, lowfat, 2% milkfat",4.0 oz,0.001
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",4.0 oz,0.001
"Bread, pound cake type, pan de torta salvadoran",1.0 serving,0.001
"Bologna, meat and poultry",1.0 slice,0.001
"Cream, fluid, half and half",1.0 fl oz,0.001
"Garlic bread, frozen",1.0 slice presliced,0.001
"Croissants, butter",1.0 oz,0.001
"Cookies, chocolate wafers",1.0 oz,0.001
"Danish pastry, cinnamon, enriched",1.0 oz,0.001
"Bread, reduced-calorie, wheat",1.0 oz,0.001
"Pork sausage, link/patty, reduced fat, unprepared",3.0 oz,0.001
"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",3.0 oz,0.001
"Bread, white wheat",1.0 slice,0.001
"Soup, chicken noodle, dry, mix",1.0 packet,0.001
"Cream, sour, cultured",1.0 tbsp,0.001
"Pork sausage, link/patty, fully cooked, unheated",1.0 link,0.001
"Croissants, cheese",1.0 oz,0.001
"Snacks, corn-based, extruded, puffs or twists, cheese-flavor",1.0 oz crunchy (about 21 pieces),0.001
